AC_NO,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTYABBRE,TOTVOTPOLL,POSITION,religion,certainty
74,Chharra,GEN,KAILASH BABU MAURYA,M,SC,34,IND,789,16,Hindu,46
74,Chharra,GEN,MUKESH KUMAR SINGH,M,GEN,26,IND,759,17,Hindu,50
74,Chharra,GEN,RAJAN LAL,M,GEN,28,IOP,654,18,Hindu,5
74,Chharra,GEN,GIRAND SINGH,M,GEN,52,JD(U),498,19,Hindu,16
74,Chharra,GEN,RAKESH YADAV,M,GEN,26,RLM,354,20,Hindu,46
74,Chharra,GEN,NEM SINGH,M,GEN,33,ASP,285,21,Hindu,16
74,Chharra,GEN,MRIDULATA SHARMA,F,GEN,45,IND,236,22,Hindu,16
74,Chharra,GEN,RAJ BAHADUR,M,GEN,42,IND,223,23,Unknown,0
74,Chharra,GEN,NARENDRA,M,SC,59,PECP,59,24,Hindu,66
75,Koil,GEN,ZAMEER ULLAH KHAN,M,GEN,45,SP,44847,1,Muslim,16
75,Koil,GEN,VIVEK BANSAL,M,GEN,53,INC,44248,2,Hindu,9
75,Koil,GEN,YOGENDRA PAL SINGH,M,GEN,55,BJP,34741,3,Hindu,21
75,Koil,GEN,ZIA UR RAHMAN,M,GEN,47,BSP,30487,4,Muslim,27
75,Koil,GEN,MANOJ PRATAP SINGH SOLANKI,M,GEN,47,JaKP,7005,5,Hindu,36
75,Koil,GEN,RAJ KUMAR,M,GEN,36,IND,4258,6,Hindu,5
75,Koil,GEN,VINOD KUMAR,M,GEN,39,JD(U),1891,7,Hindu,46
75,Koil,GEN,SANJAY GARG,M,GEN,38,MD,1583,8,Hindu,46
75,Koil,GEN,RAJENDRA KUMAR MAHESHWARI,M,GEN,66,CPI,1081,9,Hindu,17
75,Koil,GEN,MO. ZAMAL KHAN,M,GEN,39,NCP,754,10,Muslim,16
75,Koil,GEN,MO. NAVED,M,GEN,36,PECP,708,11,Unknown,0
75,Koil,GEN,ANUP KUMAR SINGH,M,GEN,39,LJP,496,12,Hindu,20
75,Koil,GEN,SUNEETA SINGH,F,GEN,36,SHS,437,13,Hindu,16
75,Koil,GEN,RAMFOOL UPADHAYAY,M,GEN,56,AITC,434,14,Unknown,0
75,Koil,GEN,GUFRAN,M,GEN,31,QED,428,15,Unknown,0
75,Koil,GEN,SAGAR SHARMA,M,GEN,31,RSD,381,16,Hindu,6
75,Koil,GEN,SUNEETA SHARMA,F,GEN,40,IOP,358,17,Hindu,16
75,Koil,GEN,DEVANAND,M,GEN,51,LD,349,18,Hindu,66
75,Koil,GEN,KULDEEP,M,GEN,52,IND,314,19,Hindu,16
75,Koil,GEN,MUSHTAQ,M,GEN,39,IND,244,20,Muslim,66
75,Koil,GEN,CHANDRA BHAN SINGH,M,SC,39,IND,243,21,Hindu,46
75,Koil,GEN,KRISHNA KUMAR SHARMA,M,GEN,42,IND,236,22,Hindu,50
75,Koil,GEN,RITA SINGH,F,GEN,47,RLM,231,23,Hindu,2
75,Koil,GEN,TEJ DUTT BHARDWAJ,M,GEN,41,SNP,229,24,Hindu,9
75,Koil,GEN,PAPPU,M,SC,49,RSPS,219,25,Unknown,0
75,Koil,GEN,SULEMAN,M,GEN,44,NLP,213,26,Unknown,0
76,Aligarh,GEN,ZAFAR ALAM,M,GEN,67,SP,68291,1,Muslim,16
76,Aligarh,GEN,ASHUTOSH VARSHNEY,M,GEN,54,BJP,45205,2,Hindu,46
76,Aligarh,GEN,SANJAY SHARMA,M,GEN,40,BSP,27406,3,Hindu,46
76,Aligarh,GEN,YOGESH KUMAR SHARMA,M,GEN,39,INC,19710,4,Hindu,21
76,Aligarh,GEN,BHOOPRAKASH MAHAUR,M,SC,41,JaKP,11797,5,Unknown,0
76,Aligarh,GEN,LUTFURREHMAN SHERVANI,M,GEN,38,PECP,3893,6,Unknown,0
76,Aligarh,GEN,VEERPAL SINGH,M,GEN,32,LPSP,1177,7,Hindu,16
76,Aligarh,GEN,C.P.GUPTA,M,GEN,57,RSD,785,8,Unknown,0
76,Aligarh,GEN,RAVIKAR ALIAS RAVIKAR ARYA,M,GEN,47,IND,607,9,Hindu,16
76,Aligarh,GEN,GYAN CHANDRA,M,GEN,60,IND,589,10,Hindu,5
76,Aligarh,GEN,SURESH,M,SC,45,ABML(S),447,11,Hindu,66
76,Aligarh,GEN,L.P.S.RAMSEVAKANAND UPADHYAYA,M,GEN,26,RMGP,442,12,Unknown,0
76,Aligarh,GEN,VINOD KUMAR THAKUR,M,GEN,43,SHS,441,13,Hindu,50
76,Aligarh,GEN,SANJEEV KUMAR VARSHNEY,M,GEN,40,IND,378,14,Hindu,50
76,Aligarh,GEN,FARID AHMAD QURESHI,M,GEN,63,LD,360,15,Muslim,28
76,Aligarh,GEN,ANIL JINDAL,M,GEN,56,AITC,355,16,Hindu,22
76,Aligarh,GEN,BHOORA KHAN,M,GEN,32,IND,306,17,Muslim,16
76,Aligarh,GEN,KRISHNA PRAKASH,M,GEN,70,IND,272,18,Hindu,13
76,Aligarh,GEN,DALSHER ALIAS DILSHER,M,GEN,37,LJP,263,19,Unknown,0
76,Aligarh,GEN,MANJARUA ALIAS MANZOOR,M,GEN,31,JD(U),244,20,Muslim,66
76,Aligarh,GEN,PANKAJ SHARMA,M,GEN,31,IND,243,21,Hindu,46
76,Aligarh,GEN,RAKESH KUMAR,M,GEN,28,IND,240,22,Hindu,46
76,Aligarh,GEN,GEETA MAHAUR,F,SC,40,IND,232,23,Hindu,15
76,Aligarh,GEN,BHUPENDRA KUMAR,M,GEN,52,IND,196,24,Hindu,46
76,Aligarh,GEN,JEESHAN,M,GEN,35,QED,181,25,Unknown,0
76,Aligarh,GEN,ANITA DEVI,F,SC,37,ASP,181,26,Hindu,6
76,Aligarh,GEN,ASHU,M,GEN,28,VIP,168,27,Hindu,66
76,Aligarh,GEN,SAYRA,F,GEN,38,RLM,162,28,Unknown,0
76,Aligarh,GEN,AFZAAL,M,GEN,29,IPP,148,29,Unknown,0
76,Aligarh,GEN,ZIYAUDDIN,M,GEN,28,IND,101,30,Unknown,0
77,Iglas ,SC,TRILOKI RAM,M,SC,64,RLD,66146,1,Hindu,14
77,Iglas ,SC,RAJENDRA KUMAR,M,SC,46,BSP,57953,2,Hindu,4
77,Iglas ,SC,KANHAIYA LAL,M,SC,52,SP,33416,3,Hindu,46
77,Iglas ,SC,RAM SAKHI,F,SC,54,BJP,19793,4,Hindu,8
77,Iglas ,SC,ANIL KUMAR,M,SC,33,JaKP,3804,5,Hindu,22
77,Iglas ,SC,JAGDISH PRASAD DHANGAR,M,SC,55,IND,3646,6,Hindu,66
77,Iglas ,SC,HEMANT KUMAR,M,SC,47,IND,1440,7,Hindu,46
77,Iglas ,SC,INDRAJEET PREMI,M,SC,39,LJP,1112,8,Unknown,0
77,Iglas ,SC,RATAN SINGH,M,SC,30,IJP,844,9,Unknown,0
77,Iglas ,SC,MEERA DEVI,F,SC,48,IND,817,10,Hindu,8
77,Iglas ,SC,VIJAY PAL,M,SC,54,ARVP,646,11,Hindu,46
77,Iglas ,SC,UPENDRA KUMAR,M,SC,29,LD,562,12,Hindu,46
77,Iglas ,SC,SORAN SINGH,M,SC,71,RLM,451,13,Hindu,16
78,Hathras ,SC,GENDA LAL CHAUDHARY,M,SC,60,BSP,59161,1,Hindu,9
78,Hathras ,SC,RAJESH KUMAR,M,SC,40,BJP,50488,2,Hindu,46
78,Hathras ,SC,RAJESH RAJ JIVAN,M,SC,42,INC,46284,3,Hindu,22
78,Hathras ,SC,RAM NARAYARH,M,SC,26,SP,30186,4,Hindu,6
78,Hathras ,SC,ANUJ KUMAR,M,SC,60,RSBP,13470,5,Hindu,5
78,Hathras ,SC,ONKAR PRASAD,M,SC,44,LD,2003,6,Hindu,9
78,Hathras ,SC,NETRAM SINGH,M,SC,44,ASP,524,7,Hindu,16
78,Hathras ,SC,BRAHMPAL SINGH,M,SC,34,RSPS,502,8,Hindu,16
78,Hathras ,SC,MUKESH KUMAR,M,SC,40,RLM,456,9,Hindu,46
78,Hathras ,SC,LALA RAM,M,SC,70,MD,434,10,Hindu,5
78,Hathras ,SC,RISHI KUMAR,M,SC,38,IND,380,11,Hindu,46
78,Hathras ,SC,TULSI DAS SATSANGI,M,SC,72,IND,366,12,Hindu,66
78,Hathras ,SC,RAJNI DILER,F,SC,45,IND,324,13,Hindu,83
78,Hathras ,SC,HORI LAL,M,SC,35,IND,251,14,Hindu,16
79,Sadabad,GEN,DEVENDRA AGRAWAL,M,GEN,47,SP,63741,1,Hindu,5
79,Sadabad,GEN,SATENDRA SHARMA,M,GEN,45,BSP,58554,2,Hindu,16
79,Sadabad,GEN,CHAUDHARY PRATAP SINGH,M,GEN,48,RLD,51247,3,Hindu,16
79,Sadabad,GEN,SUBHASH CHAUDHARY,M,GEN,46,BJP,6895,4,Hindu,46
79,Sadabad,GEN,NAYAN KAMAL AGRAWAL,M,GEN,29,IND,2745,5,Hindu,18
79,Sadabad,GEN,SURESH ,M,SC,34,IND,1411,6,Hindu,66
79,Sadabad,GEN,MONPAL,M,GEN,42,IND,1037,7,Unknown,0
79,Sadabad,GEN,ANIL KUMAR,M,GEN,43,IND,794,8,Hindu,22
79,Sadabad,GEN,MALKHAN SINGH,M,GEN,44,IND,669,9,Hindu,16
79,Sadabad,GEN,ARYA RAM SARAN ,M,GEN,74,LD,324,10,Hindu,9
79,Sadabad,GEN,BANI SINGH,M,GEN,67,IND,298,11,Hindu,2
79,Sadabad,GEN,RAJENDRI DEVI,F,GEN,33,AP,248,12,Hindu,3
79,Sadabad,GEN,DINESH,M,GEN,38,IND,239,13,Hindu,66
79,Sadabad,GEN,KAILASH SINGH,M,GEN,33,IND,141,14,Hindu,46
80,Sikandra Rao,GEN,RAMVEER UPADHYAY,M,GEN,54,BSP,94471,1,Hindu,16
80,Sikandra Rao,GEN,YASHPAL SINGH CHAUHAN,M,GEN,58,SP,93408,2,Hindu,6
80,Sikandra Rao,GEN,OM PRAKASH URF PAPPU BAGHEL,M,GEN,47,RLD,6113,3,Unknown,0
80,Sikandra Rao,GEN,NARENDRA SINGH,M,GEN,48,BJP,4052,4,Hindu,46
80,Sikandra Rao,GEN,LAKSHMAN,M,GEN,26,JaKP,1817,5,Hindu,66
80,Sikandra Rao,GEN,SHIV KUMAR,M,GEN,37,IND,1337,6,Hindu,16
80,Sikandra Rao,GEN,RAJ SHEKHAR SENGAR,M,GEN,37,IND,1024,7,Hindu,22
80,Sikandra Rao,GEN,TILAK SINGH,M,SC,54,IND,943,8,Hindu,46
80,Sikandra Rao,GEN,MANOJ YADAV,M,GEN,35,RLM,783,9,Hindu,46
80,Sikandra Rao,GEN,DINESH KUMAR,M,GEN,26,IND,735,10,Hindu,46
80,Sikandra Rao,GEN,VIJAY PAL SINGH,M,GEN,40,ASP,703,11,Hindu,50
80,Sikandra Rao,GEN,VINEETA DEVI,F,GEN,27,IND,418,12,Hindu,13
80,Sikandra Rao,GEN,ASHOK KUMAR,M,GEN,50,IND,407,13,Hindu,46
81,Chhata,GEN,TEJPAL SINGH,M,GEN,62,RLD,94757,1,Jain,33
81,Chhata,GEN,LAXMINARAYAN,M,GEN,59,BSP,80163,2,Unknown,0
81,Chhata,GEN,HEMANT,M,GEN,35,IND,11868,3,Hindu,66
81,Chhata,GEN,TARUN KUMAR SETH,M,GEN,38,BJP,7101,4,Christian,2
81,Chhata,GEN,LOKMANI KANT JADAUN,M,GEN,31,SP,5628,5,Unknown,0
81,Chhata,GEN,TEJ SINGH,M,GEN,44,AIMF,3942,6,Hindu,9
81,Chhata,GEN,SHYAM SUNDAR,M,SC,34,IND,1402,7,Hindu,13
81,Chhata,GEN,MADHO,M,GEN,77,IND,1331,8,Unknown,0
81,Chhata,GEN,MOHO. ASHRAF (DR. SHEKH),M,GEN,33,VIP,1022,9,Unknown,0
81,Chhata,GEN,SUBHASH CHAND,M,GEN,38,IND,978,10,Hindu,46
81,Chhata,GEN,KULBHANU KUMAR,M,GEN,54,CPI,873,11,Hindu,16
81,Chhata,GEN,KUMAR SEN,M,GEN,31,IND,458,12,Hindu,46
81,Chhata,GEN,VERENDRA,M,GEN,39,IOP,333,13,Unknown,0
81,Chhata,GEN,AJAY PAL SINGH,M,GEN,36,RLM,294,14,Hindu,50
81,Chhata,GEN,MOHAN SINGH RAJPUT,M,GEN,55,JaKP,247,15,Hindu,22
82,Mant,GEN,JAYANT CHAUDHARY,M,GEN,33,RLD,87062,1,Hindu,46
82,Mant,GEN,PT. SHYAM SUNDER SHARMA PACHAHARA,M,GEN,60,AITC,71007,2,Hindu,41
82,Mant,GEN,TH. RAM PAL SINGH,M,GEN,55,BSP,32246,3,Hindu,20
82,Mant,GEN,PRANAT PAL SINGH,M,GEN,46,BJP,3343,4,Hindu,46
82,Mant,GEN,SHYAM SUNDAR,M,GEN,54,IND,2646,5,Hindu,13
82,Mant,GEN,BANGALI SHARMA,M,GEN,55,IND,1396,6,Hindu,16
82,Mant,GEN,BIRENDRA SINGH,M,SC,38,BC,1161,7,Hindu,46
82,Mant,GEN,SANJAY SHARMA,M,GEN,47,SP,1058,8,Hindu,46
82,Mant,GEN,RAM KISHAN SHARMA,M,GEN,37,RMGP,811,9,Hindu,20
82,Mant,GEN,MUKESH MISHRA,M,GEN,36,LJP,373,10,Hindu,46
82,Mant,GEN,DEVENDRA SINGH DHANAGAR ADV.,M,GEN,31,RALP,363,11,Hindu,24
82,Mant,GEN,ANIL CHAUDHARY,M,GEN,52,JaKP,256,12,Hindu,22
82,Mant,GEN,BHARAT SINGH,M,GEN,45,RLM,252,13,Hindu,5
83,Goverdhan,GEN,RAJKUMAR RAWAT,M,GEN,48,BSP,63725,1,Hindu,9
83,Goverdhan,GEN,MEGH SHYAM SINGH,M,GEN,49,RLD,42230,2,Hindu,29
83,Goverdhan,GEN,KARINDA SINGH,M,GEN,58,BJP,34073,3,Hindu,16
83,Goverdhan,GEN,PREETAM SINGH,M,GEN,44,SP,12506,4,Hindu,22
83,Goverdhan,GEN,DEEPAK CHAUDHARY,M,GEN,45,LD,11191,5,Hindu,9
83,Goverdhan,GEN,SHYAM VINOD (RAJJO BHAIYA),M,GEN,59,IND,6013,6,Hindu,66
83,Goverdhan,GEN,SATYA PRAKASH,M,GEN,55,IND,3363,7,Hindu,9
83,Goverdhan,GEN,MUKESH PRATAP SINGH,M,GEN,41,IND,2997,8,Hindu,29
83,Goverdhan,GEN,MOHAN SWAROOP,M,GEN,43,AIMF,1618,9,Hindu,32
83,Goverdhan,GEN,THAN SINGH,M,GEN,47,RALP,1405,10,Hindu,16
83,Goverdhan,GEN,CHODHARY ABHIMANYU SAINI,M,GEN,39,RMD,1285,11,Hindu,83
83,Goverdhan,GEN,OM PRAKASH,M,GEN,47,IND,1271,12,Unknown,0
83,Goverdhan,GEN,NEERAJ SHARMA,M,GEN,35,RLM,620,13,Hindu,46
83,Goverdhan,GEN,RADHA RAMAN,M,SC,44,BSP(K),393,14,Hindu,46
83,Goverdhan,GEN,JAGDISH PRASAD KAUSHIK,M,GEN,60,JD(U),341,15,Hindu,50
83,Goverdhan,GEN,JAGDISH,M,GEN,54,IJP,298,16,Hindu,66
84,Mathura,GEN,PRADEEP MATHUR,M,GEN,56,INC,54498,1,Hindu,22
84,Mathura,GEN,DEVENDRA KUMAR SHARMA,M,GEN,42,BJP,53997,2,Hindu,21
84,Mathura,GEN,ASHOK AGRAWAL,M,GEN,57,SP,53049,3,Hindu,46
84,Mathura,GEN,PUSHPA SHARMA,F,GEN,50,BSP,30240,4,Hindu,46
84,Mathura,GEN,SURESH CHANDRA BAGHEL,M,GEN,45,SHS,972,5,Hindu,66
84,Mathura,GEN,SURESH CHANDRA CHATURVEDI,M,GEN,57,IND,708,6,Hindu,50
84,Mathura,GEN,AMIT KAUSHIK,M,GEN,33,IND,696,7,Hindu,46
84,Mathura,GEN,MAN MOHAN,M,GEN,38,JaKP,623,8,Hindu,1
84,Mathura,GEN,MAHESH CHANDRA,M,GEN,58,AITC,581,9,Hindu,46
84,Mathura,GEN,CAHANDRA PRAKASH,M,GEN,60,LD,556,10,Unknown,0
84,Mathura,GEN,PHAKKAD BABA,M,GEN,67,IND,508,11,Unknown,0
84,Mathura,GEN,VIJAY CHATURVEDI,M,GEN,51,VIP,453,12,Hindu,46
84,Mathura,GEN,TARA CHAND,M,GEN,53,PECP,433,13,Hindu,4
84,Mathura,GEN,R.K. MEENA,M,GEN,61,IND,342,14,Hindu,16
84,Mathura,GEN,RADHA AGRAWAL,F,GEN,52,LJP,333,15,Hindu,46
84,Mathura,GEN,LEETA WATI,F,GEN,51,IND,327,16,Unknown,0
84,Mathura,GEN,BABLU,M,GEN,33,IND,307,17,Unknown,0
84,Mathura,GEN,RAJ KUMAR SHARMA,M,GEN,41,BRAVP,280,18,Hindu,21
84,Mathura,GEN,VIJAY KUMAR,M,GEN,39,IND,275,19,Hindu,46
84,Mathura,GEN,PRAMOD KRISHN,M,GEN,41,AIMF,250,20,Hindu,83
84,Mathura,GEN,PUSHP LATA,F,SC,46,IND,246,21,Hindu,25
84,Mathura,GEN,DATA RAM,M,SC,59,IJP,181,22,Hindu,5
84,Mathura,GEN,TEJVEER SINGH,M,GEN,55,RLM,173,23,Hindu,16
84,Mathura,GEN,DHARMVEER SINGH,M,GEN,27,BC,171,24,Hindu,22
84,Mathura,GEN,BHANU PRATAP SINGH,M,GEN,43,IND,139,25,Hindu,29
84,Mathura,GEN,B. PACHAURI,M,GEN,46,IND,136,26,Unknown,0
84,Mathura,GEN,MAHESH CHANDRA VERMA,M,GEN,40,IND,97,27,Hindu,50
84,Mathura,GEN,BRIJ MOHAN,M,GEN,57,IND,83,28,Hindu,13
85,Baldev ,SC,POORAN PRAKASH,M,SC,59,RLD,79364,1,Hindu,2
85,Baldev ,SC,CHANDRABHAN SINGH,M,SC,47,BSP,47270,2,Hindu,46
85,Baldev ,SC,AJAY KUMAR POEIA,M,SC,56,BJP,45372,3,Hindu,66
85,Baldev ,SC,ANIL KUMAR,M,SC,39,SP,10149,4,Hindu,22
85,Baldev ,SC,MALLA SINGH,M,SC,70,AIMF,2632,5,Hindu,16
85,Baldev ,SC,GYANDAS,M,SC,27,IND,1420,6,Unknown,0
85,Baldev ,SC,RAJA RAM,M,SC,39,IND,1244,7,Hindu,10
85,Baldev ,SC,HARISH KUMAR,M,SC,47,LD,1173,8,Hindu,19
85,Baldev ,SC,OMVIR,M,SC,41,IJP,1032,9,Unknown,0
85,Baldev ,SC,RAJINDER SINGH,M,SC,44,IND,694,10,Unknown,0
85,Baldev ,SC,RAJKUMAR NAT,M,SC,42,RALP,442,11,Unknown,0
85,Baldev ,SC,KRISHNA GOPAL,M,SC,38,LJP,295,12,Hindu,62
86,Etmadpur,GEN,DR. DHARAMPAL SINGH,M,GEN,48,BSP,79982,1,Sikh,12
86,Etmadpur,GEN,DR. PREM SINGH BAGHEL,M,GEN,38,SP,71478,2,Hindu,24
86,Etmadpur,GEN,RAM PRATAP SINGH CHAUHAN,M,GEN,45,BJP,50098,3,Hindu,25
86,Etmadpur,GEN,BABA HARDEV SINGH,M,GEN,64,RLD,20750,4,Sikh,33
86,Etmadpur,GEN,RATNESH PUSHKAR,M,SC,36,IND,2949,5,Hindu,32
86,Etmadpur,GEN,MOTI LAL YADAV,M,GEN,59,PECP,2701,6,Hindu,13
86,Etmadpur,GEN,ALAMGEER ALIAS AMIR BHAI,M,GEN,33,IND,2698,7,Muslim,7
86,Etmadpur,GEN,BHIKAM SINGH BAGHEL,M,GEN,49,JaKP,1453,8,Hindu,90
86,Etmadpur,GEN,DR. MANJU SINGH CHAUHAN,F,GEN,54,IND,1262,9,Hindu,22
86,Etmadpur,GEN,ASHOK KUMAR,M,GEN,47,IND,668,10,Hindu,46
86,Etmadpur,GEN,DHARMENDRA KUMAR,M,GEN,33,IND,631,11,Hindu,5
86,Etmadpur,GEN,ATUL BAGHEL,M,GEN,30,RLM,421,12,Hindu,83
86,Etmadpur,GEN,GHAMANDI LAL BAGHEL,M,GEN,61,LP(S),364,13,Hindu,7
86,Etmadpur,GEN,JAGDISH BHARTI,M,SC,49,ARVP,288,14,Hindu,46
86,Etmadpur,GEN,UDAI VEER SINGH,M,SC,64,A S P,220,15,Hindu,3
87,Agra Cantt. ,SC,GUTIYARI LAL DUWESH,M,SC,47,BSP,67786,1,Hindu,7
87,Agra Cantt. ,SC,GIRRAJ SINGH DHARMESH (G.S. DHARMESH),M,SC,58,BJP,61371,2,Hindu,24
87,Agra Cantt. ,SC,CHANDER SEN (TAPLU),M,SC,40,SP,45684,3,Hindu,83
87,Agra Cantt. ,SC,HARI KISHAN PIPPAL,M,SC,62,INC,23339,4,Hindu,17
87,Agra Cantt. ,SC,SAVITRI MAHOR,F,SC,57,PECP,2076,5,Hindu,83
87,Agra Cantt. ,SC,VINOD KUMAR SINGH,M,SC,54,IND,2070,6,Hindu,50
87,Agra Cantt. ,SC,DINESH KUMAR GAUTAM,M,SC,39,IND,1363,7,Hindu,38
87,Agra Cantt. ,SC,CHANDRAPAL SINGH,M,SC,33,IND,1265,8,Hindu,16
87,Agra Cantt. ,SC,GOPAL,M,SC,47,IND,1171,9,Hindu,66
87,Agra Cantt. ,SC,SANJAY ,M,SC,38,RLM,876,10,Hindu,66
87,Agra Cantt. ,SC,SANTOSH DEVI,F,SC,25,JaKP,527,11,Hindu,13
87,Agra Cantt. ,SC,JAGDISH KUMAR TENGURIA,M,SC,43,MUL,424,12,Hindu,66
87,Agra Cantt. ,SC,KHAMRAJ,M,SC,42,IND,284,13,Unknown,0
87,Agra Cantt. ,SC,HARI KISHAN,M,SC,50,JD(U),184,14,Hindu,27
87,Agra Cantt. ,SC,RAVI KUMAR NIVORIA,M,SC,36,VIP,171,15,Hindu,22
87,Agra Cantt. ,SC,DARAB SINGH,M,SC,47,LJP,148,16,Parsi,33
88,Agra South,GEN,YOGENDRA UPADHYAYA,M,GEN,57,BJP,74324,1,Unknown,0
88,Agra South,GEN,ZULFIQUAR AHMED BHUTTO,M,GEN,40,BSP,51364,2,Muslim,83
88,Agra South,GEN,NAZIR AHMED,M,GEN,54,INC,39962,3,Muslim,26
88,Agra South,GEN,MOHD. SAREEF USMANI (SAPPO BHAI),M,GEN,51,SP,13408,4,Unknown,0
88,Agra South,GEN,CHOUDHRY BASHEER,M,GEN,35,RSMD,9211,5,Muslim,40
88,Agra South,GEN,SANJAY KUMAR GARG,M,GEN,36,IND,2013,6,Hindu,50
88,Agra South,GEN,MAHAVIR PRASAD,M,GEN,47,AITC,1956,7,Hindu,13
88,Agra South,GEN,KULDEEP SAXENA,M,GEN,36,IND,979,8,Hindu,5
88,Agra South,GEN,KESHO MEHRA,M,GEN,69,JaKP,802,9,Hindu,16
88,Agra South,GEN,SHAREEF,M,GEN,35,IND,702,10,Muslim,66
88,Agra South,GEN,MANOJ SHARMA,M,GEN,44,IND,552,11,Hindu,46
88,Agra South,GEN,RAM BRIJ YADAV,M,GEN,29,IND,532,12,Hindu,20
88,Agra South,GEN,JAVED KHAN,M,GEN,35,MUL,392,13,Muslim,46
88,Agra South,GEN,KAMAL AGRAWAL,M,GEN,42,PBSD,328,14,Hindu,4
88,Agra South,GEN,SUNITA MAHAJAN,F,GEN,49,RLM,257,15,Hindu,83
89,Agra North,GEN,JAGAN PRASAD GARG,M,GEN,60,BJP,68401,1,Hindu,50
89,Agra North,GEN,RAJESH KUMAR AGRAWAL,M,GEN,52,BSP,45045,2,Hindu,50
89,Agra North,GEN,SUMEET GUPTA BIBHAB,M,GEN,44,INC,38258,3,Hindu,30
89,Agra North,GEN,ABHINAV SHARMA,M,GEN,27,SP,29499,4,Hindu,46
89,Agra North,GEN,HARI OM CHAUDHARY,M,GEN,37,RSMD,5478,5,Hindu,3
89,Agra North,GEN,AMIT KUMAR DIWAKAR,M,SC,25,IND,2641,6,Hindu,66
89,Agra North,GEN,KAPIL VAJPAI,M,GEN,32,IND,1079,7,Hindu,19
89,Agra North,GEN,MOHANSINGH,M,GEN,48,CPM,957,8,Unknown,0
89,Agra North,GEN,RAJESH KUMAR KUSHWAHA,M,GEN,37,A S P,802,9,Hindu,50
89,Agra North,GEN,SATISH CHAND BHARDWAJ,M,GEN,50,IND,801,10,Hindu,46
89,Agra North,GEN,MOHAMMAD KHALIK,M,GEN,27,MUL,679,11,Muslim,83
89,Agra North,GEN,MANOJ KUMAR GUPTA,M,GEN,37,JaKP,586,12,Hindu,50
89,Agra North,GEN,RAMESH CHANDRA,M,GEN,52,IND,490,13,Hindu,5
89,Agra North,GEN,SNEHLATA,F,GEN,40,LD,424,14,Unknown,0
89,Agra North,GEN,NEERAJ KUMAR,M,GEN,42,IND,351,15,Hindu,46
89,Agra North,GEN,AMIT AGRAWAL,M,GEN,35,BRKD,309,16,Hindu,46
89,Agra North,GEN,MUSTAFA AHAMAD,M,GEN,28,IND,261,17,Muslim,83
89,Agra North,GEN,ANJU SINGH CHAUHAN,F,GEN,42,VIP,179,18,Hindu,52
89,Agra North,GEN,CHARAN SINGH,M,GEN,67,RLM,171,19,Hindu,5
89,Agra North,GEN,KARISHMA GOSWAMI,F,GEN,32,SHS,157,20,Hindu,4
89,Agra North,GEN,KRISHAN GOPAL BAGHEL,M,GEN,29,BC,148,21,Hindu,22
90,Agra Rural ,SC,KALI CHARAN SUMAN,M,SC,47,BSP,69969,1,Hindu,12
90,Agra Rural ,SC,HEMLATA,F,SC,31,SP,51123,2,Hindu,66
90,Agra Rural ,SC,UPENDRA SINGH,M,SC,42,INC,38832,3,Hindu,46
90,Agra Rural ,SC,OM PRAKASH CHALNIWALE (KHATIK),M,SC,54,BJP,22750,4,Unknown,0
90,Agra Rural ,SC,RAMJI LAL CHANCHAL,M,SC,55,JaKP,10892,5,Hindu,35
90,Agra Rural ,SC,CHHATTAR SINGH,M,SC,47,IND,2133,6,Hindu,16
90,Agra Rural ,SC,TRILOKI,M,SC,34,RLM,1831,7,Hindu,66
90,Agra Rural ,SC,GULSHAN,M,SC,37,IND,1019,8,Unknown,0
90,Agra Rural ,SC,AMBEDKARI HASANURAM AMBEDKARI,M,SC,57,IND,902,9,Unknown,0
90,Agra Rural ,SC,KANHI SINGH,M,SC,50,IND,814,10,Hindu,16
90,Agra Rural ,SC,ASHOK,M,SC,48,VIP,538,11,Hindu,66
91,Fatehpur Sikri,GEN,SURAJPAL SINGH,M,GEN,49,BSP,67191,1,Hindu,16
91,Fatehpur Sikri,GEN,RAJKUMAR CHAHAR,M,GEN,45,IND,61568,2,Hindu,7
91,Fatehpur Sikri,GEN,CHAUDHARY BABOO LAL,M,GEN,64,RLD,34330,3,Hindu,16
91,Fatehpur Sikri,GEN,OM PRAKASH,M,GEN,45,JaKP,15503,4,Unknown,0
91,Fatehpur Sikri,GEN,JITENDRA FAUZDAR,M,GEN,44,BJP,6927,5,Hindu,83
91,Fatehpur Sikri,GEN,DR. SATYA PRAKASH,M,GEN,40,SP,4633,6,Hindu,9
91,Fatehpur Sikri,GEN,AJAJ AHMAD,M,GEN,33,PECP,3372,7,Hindu,2
91,Fatehpur Sikri,GEN,MADHUSUDAN SHARMA,M,GEN,46,RSMD,2836,8,Hindu,16
91,Fatehpur Sikri,GEN,RAJAN SINGH,M,GEN,47,IOP,1470,9,Hindu,5
91,Fatehpur Sikri,GEN,NEM SINGH,M,GEN,35,RLM,1300,10,Hindu,16
91,Fatehpur Sikri,GEN,JAY PRAKASH,M,GEN,27,LJP,1026,11,Unknown,0
91,Fatehpur Sikri,GEN,BHAGWAN SINGH,M,GEN,42,BC,1004,12,Hindu,16
91,Fatehpur Sikri,GEN,KAPTAN SINGH,M,GEN,45,JBSP,604,13,Hindu,16
